iter	RMSE
217	42.96291905
218	42.92455706
219	42.82788784
220	42.76642955
221	42.71712678
222	42.69665993
223	42.65691566
224	42.59493885
225	42.57307607
226	42.53014058
227	42.50915663
228	42.4637041
229	42.37641614
230	42.33205196
231	42.27636013
232	42.23621233
233	42.15885906
234	42.09913994
235	42.03901992
236	41.98925172
237	41.91841831
238	41.86520215
239	41.82180433
240	41.7813127
241	41.73190694
242	41.67697644
243	41.64115036
244	41.59421334
245	41.54221269
246	41.51144075
247	41.44808401
248	41.42908818
249	41.3946027
250	41.34373463
251	41.32205631
252	41.29275844
253	41.27852535
254	41.20287851
255	41.18540944
256	41.14473969
257	41.10187654
258	41.08805294
259	41.04656203
260	41.00827518
261	40.95136126
262	40.91124177
263	40.86134892
264	40.81763897
265	40.77477735
266	40.70972477
267	40.69527628
268	40.66239716
269	40.58106063
270	40.54278124
271	40.51124086
272	40.48941628
273	40.4299788
274	40.39121585
275	40.33729722
276	40.30732618
277	40.27392452
278	40.24026799
279	40.19990424
280	40.17023352
281	40.13413119
282	40.11888389
283	40.05854391
284	40.02362501
285	39.99632448
286	39.96386924
287	39.93980959
288	39.90103141
289	39.86516244
290	39.79945114
291	39.76013726
292	39.71403655
293	39.65568261
294	39.59619317
295	39.56822522
296	39.53169924
297	39.47637245
298	39.43062023
299	39.39683619
300	39.36291865
301	39.32531307
302	39.28703054
303	39.26255679
304	39.21139102
305	39.17951132
306	39.15003727
307	39.08733308
308	39.06260449
309	39.02323918
310	38.9816315
311	38.93452075
312	38.9028231
313	38.83787136
314	38.79398319
315	38.76543244
316	38.74053095
317	38.70860412
318	38.67474035
319	38.63228579
320	38.60234265
321	38.57834474
322	38.54086615
323	38.51628918
324	38.47211687
325	38.44365317
326	38.40775466
327	38.3633849
328	38.33594244
329	38.29141782
330	38.25223781
331	38.21455105
332	38.16732788
333	38.13175114
334	38.09228703
335	38.05396149
336	38.0127929
337	37.99624376
338	37.96018145
339	37.93252752
340	37.90981374
341	37.89241648
342	37.8725434
343	37.84256587
344	37.82161694
345	37.7878287
346	37.7287524
347	37.69668047
348	37.66075418
349	37.63136767
350	37.61013176
351	37.57693359
352	37.54132011
353	37.53348433
354	37.49819743
355	37.47282985
356	37.41887078
357	37.38646791
358	37.33773121
359	37.32418276
360	37.27691355
361	37.25575557
362	37.24348577
363	37.22496368
364	37.19493229
365	37.17667695
366	37.15376218
367	37.12137452
368	37.08583554
369	37.0661906
370	37.03279608
371	37.00071544
372	36.96823245
373	36.93708543
374	36.90878883
375	36.88246872
376	36.86188276
377	36.81339645
378	36.78355913
379	36.75855398
380	36.71655584
381	36.70376992
382	36.67286185
383	36.64771761
384	36.61156283
385	36.58552415
386	36.55147401
387	36.52080044
388	36.4927431
389	36.47349231
390	36.45620913
391	36.43371845
392	36.39635259
393	36.38573415
394	36.35989986
395	36.32734091
396	36.30346754
397	36.28058832
398	36.23818168
399	36.20913299
400	36.18995146
401	36.1617422
402	36.14115032
403	36.11263283
404	36.07044397
405	36.03661654
406	36.02469261
407	36.01468388
408	35.98071129
409	35.95429339
410	35.9218956
411	35.87942152
412	35.86062726
413	35.84144538
414	35.81463582
415	35.77697005
416	35.74611528
417	35.73954292
418	35.69693372
419	35.66621795
420	35.64417896
421	35.6210241
422	35.5944026
423	35.57257235
424	35.55451594
425	35.53642703
426	35.51342241
427	35.49283053
428	35.48370196
429	35.45936247
430	35.42799522
431	35.40441266
432	35.38602934
433	35.37018286
434	35.36036828
435	35.32875979
436	35.31292786
437	35.30377346
438	35.27946872
439	35.24615977
440	35.21491191
441	35.19028229
442	35.16904714
443	35.14351333
444	35.13021837
445	35.09887387
446	35.06588608
447	35.03743102
448	35.01298534
449	34.99320631
450	34.97575246
451	34.96700381
452	34.93077923
453	34.90449484
454	34.88678406
455	34.85678123
456	34.83180055
457	34.81501484
458	34.79875938
459	34.77643745
460	34.74633225
461	34.71878138
462	34.69500152
463	34.6783773
464	34.65850339
465	34.63604159
466	34.61599824
467	34.60431326
468	34.57894604
469	34.56415235
470	34.5565948
471	34.52363719
472	34.50530623
473	34.48709402
474	34.45787577
475	34.43335922
476	34.40823211
477	34.39264086
478	34.36475482
479	34.34567275
480	34.33226419
481	34.30846987
482	34.29543226
483	34.27291509
484	34.26156063
485	34.23609758
486	34.20410446
487	34.1870436
488	34.1746019
489	34.13680001
490	34.11726164
491	34.10354343
492	34.08206287
493	34.06604182
494	34.04808243
495	34.03484316
496	34.01324646
497	33.97515602
498	33.95482748
499	33.94147388
500	33.92015814
501	33.89741938
502	33.86108831
503	33.83601175
504	33.82603084
505	33.81419591
506	33.7969269
507	33.78349886
508	33.76414113
509	33.74307273
510	33.72441708
511	33.71313108
512	33.67681931
513	33.64999498
514	33.63640879
515	33.61673929
516	33.59769207
517	33.58804731
518	33.57678549
519	33.55959008
520	33.53900614
521	33.52081289
522	33.50742453
523	33.48126232
524	33.4638981
525	33.44563173
526	33.43141894
527	33.4080168
528	33.38572635
529	33.37149823
530	33.35530883
531	33.33492359
532	33.32169337
533	33.31721155
534	33.29820297
535	33.28233855
536	33.25698324
537	33.24566283
538	33.22635428
539	33.21249815
540	33.1874883
541	33.16565466
542	33.1498107
543	33.13066273
544	33.10370779
545	33.08779859
546	33.06925223
547	33.0511
548	33.0375497
549	33.01527563
550	33.00313438
551	32.97991155
552	32.96901764
553	32.94951785
554	32.91319509
555	32.89949128
556	32.88839755
557	32.87459758
558	32.85529424
559	32.84720565
560	32.82503595
561	32.80561174
562	32.79656733
563	32.78284492
564	32.75399845
565	32.73243097
566	32.70408529
567	32.68064472
568	32.65667295
569	32.64839287
570	32.64104908
571	32.6307682
572	32.62199377
573	32.61040848
574	32.58844368
575	32.57370899
576	32.55249686
577	32.54408515
578	32.51928308
579	32.50453515
580	32.49371152
581	32.46802057
582	32.45832817
583	32.44314024
584	32.43073779
585	32.4114356
586	32.39594964
587	32.38681545
588	32.37700703
589	32.35134875
590	32.33108228
591	32.31389452
592	32.29279311
593	32.27058841
594	32.26331615
595	32.25377369
596	32.23165298
597	32.20679547
598	32.19048065
599	32.17463145
600	32.16191614
601	32.14193201
602	32.12259769
603	32.1044858
604	32.09510776
605	32.08170876
606	32.07379923
607	32.06791461
608	32.04693823
609	32.03857195
610	32.02177016
611	32.00728474
612	31.9967101
613	31.98838159
614	31.9718112
615	31.94927985
616	31.93936238
617	31.91774613
618	31.90501517
619	31.89084027
620	31.87537086
621	31.86162475
622	31.83502719
623	31.82289076
624	31.80957965
625	31.79286062
626	31.77018848
627	31.75685219
628	31.73568306
629	31.72214083
630	31.69829387
631	31.68175706
632	31.67362709
633	31.65861542
634	31.64836506
635	31.63643249
636	31.62832475
637	31.6193287
638	31.60324819
639	31.59778407
640	31.59182614
641	31.57652466
642	31.55600491
643	31.54276634
644	31.53664552
645	31.52102422
646	31.51300917
647	31.50420241
648	31.49232171
649	31.48253919
650	31.46890907
651	31.45263925
652	31.44130326
653	31.43572413
654	31.42811367
655	31.41042001
656	31.39296196
657	31.37554794
658	31.36490713
659	31.34536501
660	31.33701814
661	31.3249234
662	31.31666529
663	31.30434425
664	31.29725681
665	31.28357646
666	31.27640145
667	31.2636995
668	31.25289896
669	31.24162763
670	31.22408489
671	31.21679211
672	31.20091641
673	31.18892657
674	31.17711929
675	31.16546386
676	31.14405356
677	31.14001356
678	31.12213686
679	31.11183531
680	31.0986488
681	31.08762958
682	31.07774191
683	31.05717349
684	31.04333296
685	31.02115012
686	31.00958229
687	30.99027215
688	30.97397309
689	30.95656455
690	30.93500439
691	30.91788785
692	30.91248667
693	30.89917063
694	30.89350959
695	30.87670891
696	30.86075422
697	30.84367214
698	30.81864556
699	30.80123917
700	30.78579429
701	30.77149344
702	30.76487756
703	30.75444966
704	30.74935804
705	30.73405458
706	30.72464854
707	30.71145166
708	30.70028077
709	30.68530851
710	30.66926806
711	30.6655721
712	30.65692933
713	30.64150662
714	30.61905697
715	30.60484135
716	30.59595538
717	30.58089472
718	30.57879601
719	30.56471077
720	30.55414701
721	30.5359224
722	30.53015014
723	30.52795995
724	30.51901434
725	30.50658637
726	30.49796068
727	30.48150921
728	30.46702349
729	30.45102757
730	30.4410901
731	30.43034642
732	30.42258333
733	30.40587093
734	30.3848546
735	30.37033952
736	30.35524718
737	30.33755863
738	30.32450496
739	30.31512214
740	30.30799351
741	30.2934756
742	30.27535425
743	30.27329904
744	30.26397525
745	30.25120013
746	30.2337571
747	30.22167614
748	30.20623966
749	30.19487641
750	30.18079437
751	30.16016279
752	30.14667707
753	30.13956153
754	30.125755
755	30.12055461
756	30.10820028
757	30.08939603
758	30.07541723
759	30.05201236
760	30.0442028
761	30.0371638
762	30.03151591
763	30.00582188
764	29.99778472
765	29.98538327
766	29.97665852
767	29.95871537
768	29.94344669
769	29.92392596
770	29.91164529
771	29.89838789
772	29.88924526
773	29.87059536
774	29.86260794
775	29.84785875
776	29.83502993
777	29.82292479
778	29.80671916
779	29.79984531
780	29.78538858
781	29.76828129
782	29.74682556
783	29.73801896
784	29.72490205
785	29.71832496
786	29.70586872
787	29.68371969
788	29.67071776
789	29.66156393
790	29.65062082
791	29.64010457
792	29.62181303
793	29.6170531
794	29.60221555
795	29.58215325
796	29.56603631
797	29.55184786
798	29.54585858
799	29.53080424
800	29.52233385
801	29.50466372
802	29.48727078
803	29.47284617
804	29.47088164
805	29.45146581
806	29.43616789
807	29.41993056
808	29.41438796
809	29.39379029
810	29.38630723
811	29.38023917
812	29.36967721
813	29.36082825
814	29.34753998
815	29.33620689
816	29.32832776
817	29.316891
818	29.29464868
819	29.28150217
820	29.27036501
821	29.26404561
822	29.25112859
823	29.22887867
824	29.22378516
825	29.21007108
826	29.19457033
827	29.17308385
828	29.16105263
829	29.14600011
830	29.1337759
831	29.12906688
832	29.11908099
833	29.11540498
834	29.10964181
835	29.09805913
836	29.09300136
837	29.07704318
838	29.06906284
839	29.05983564
840	29.05353967
841	29.0478291
842	29.04080372
843	29.02883345
844	29.02370969
845	29.00615618
846	28.99960759
847	28.98606095
848	28.97253103
849	28.96030358
850	28.95591465
851	28.94224189
852	28.91900782
853	28.91071272
854	28.90456744
855	28.88805376
856	28.87423997
857	28.85967503
858	28.85146876
859	28.83846088
860	28.83010665
861	28.8182719
862	28.79953993
863	28.79066501
864	28.7818744
865	28.7612215
866	28.75341641
867	28.74222365
868	28.72497201
869	28.7124307
870	28.69626781
871	28.6848804
872	28.67294907
873	28.66816285
874	28.66408505
875	28.65544059
876	28.64380865
877	28.63820403
878	28.62791244
879	28.62194643
880	28.61489534
881	28.5992359
882	28.58747927
883	28.5736878
884	28.54888247
885	28.5407779
886	28.52568509
887	28.51981497
888	28.50974585
889	28.48587318
890	28.47204214
891	28.46011553
892	28.44088581
893	28.42688755
894	28.41724526
895	28.41185786
896	28.40836358
897	28.40066422
898	28.38806352
899	28.38214089
900	28.36735317
901	28.36557429
902	28.35290047
903	28.3475141
904	28.33070603
905	28.32408284
906	28.31879653
907	28.30295617
908	28.29927002
909	28.28292526
910	28.26073852
911	28.24754907
912	28.23574937
913	28.22609727
914	28.21820636
915	28.20746377
916	28.19735592
917	28.18668417
918	28.18022276
919	28.17535692
920	28.16897724
921	28.16432293
922	28.15387568
923	28.14397536
924	28.12492229
925	28.10989803
926	28.09953594
927	28.09343751
928	28.08311953
929	28.08152749
930	28.07366917
931	28.0655997
932	28.05980235
933	28.05559027
934	28.05055978
935	28.04404754
936	28.03237669
937	28.02063453
938	28.01325082
939	27.99961243
940	27.98954519
941	27.97868158
942	27.96476141
943	27.9529078
944	27.9477037
945	27.94415639
946	27.9334296
947	27.9210346
948	27.9082189
949	27.89940172
950	27.89237749
951	27.87697384
952	27.8680791
953	27.85469954
954	27.846011
955	27.83327175
956	27.82111143
957	27.81059684
958	27.79380526
959	27.78369358
960	27.771672
961	27.76458472
962	27.754558
963	27.7435198
964	27.73659302
965	27.73506852
966	27.72295944
967	27.71433834
968	27.69747778
969	27.67718422
970	27.66028058
971	27.65558987
972	27.64475432
973	27.63906808
974	27.62375649
975	27.6221661
976	27.61132582
977	27.60123078
978	27.59354589
979	27.58444325
980	27.58215423
981	27.57712109
982	27.57128681
983	27.55690602
984	27.54938959
985	27.52124051
986	27.5091451
987	27.49939665
988	27.48989244
989	27.47722199
990	27.4631477
991	27.44424324
992	27.4365262
993	27.42493364
994	27.41505419
995	27.40394952
996	27.39687272
997	27.3933448
998	27.38461698
999	27.37468786
